aX,aY,aZ,gX,gY,gZ
-0.26,-0.15,1.17,-6.47,-3.66,45.53
-0.26,-0.15,1.13,-6.96,-1.10,46.14
-0.26,-0.15,1.14,-7.57,-0.92,47.42
-0.26,-0.15,1.13,-8.24,0.61,48.77
-0.25,-0.12,1.11,-8.61,2.44,50.17
-0.26,-0.10,1.10,-9.46,3.91,50.78
-0.26,-0.07,1.12,-10.62,3.91,51.15
-0.26,-0.09,1.13,-13.00,5.13,50.29
-0.25,-0.05,1.11,-15.01,7.69,50.66
-0.25,-0.01,1.08,-15.38,10.13,50.54
-0.24,0.01,1.09,-14.77,10.80,48.71
-0.24,-0.00,1.13,-13.67,11.35,46.57
-0.23,0.00,1.16,-10.80,13.49,45.41
-0.22,-0.01,1.12,-7.93,17.03,44.37
-0.22,0.02,1.08,-7.75,19.78,44.37
-0.21,-0.01,1.11,-6.16,18.80,42.97
-0.22,-0.01,1.14,-6.53,18.49,42.91
-0.22,0.04,1.15,-6.53,19.96,44.62
-0.21,0.00,1.15,-6.65,21.18,42.42
-0.21,0.03,1.13,-7.69,22.46,42.42
-0.20,0.02,1.16,-8.36,22.77,42.18
-0.20,-0.02,1.17,-8.18,24.48,41.32
-0.20,-0.00,1.15,-6.10,27.40,42.66
-0.19,-0.02,1.11,-3.66,29.85,43.52
-0.18,0.05,1.07,-2.26,31.07,44.74
-0.18,0.06,1.08,-2.81,29.72,44.62
-0.17,0.04,1.11,-5.86,28.26,43.46
-0.16,0.06,1.12,-7.51,28.32,43.58
-0.16,0.09,1.11,-7.87,29.42,43.46
-0.16,0.11,1.10,-8.00,30.27,41.99
-0.16,0.14,1.12,-6.96,29.91,39.92
-0.15,0.12,1.15,-6.29,29.91,36.38
-0.15,0.14,1.16,-5.43,31.13,34.12
-0.14,0.11,1.16,-5.07,32.71,31.13
-0.14,0.07,1.13,-5.49,35.16,28.69
-0.12,0.02,1.15,-5.98,36.56,27.89
-0.10,0.00,1.15,-4.15,38.21,28.44
-0.11,0.02,1.08,-3.30,41.69,30.09
-0.10,0.05,1.08,-2.38,41.93,31.62
-0.10,0.02,1.12,-4.58,40.22,30.64
-0.09,0.03,1.11,-5.62,42.42,31.49
-0.08,0.05,1.09,-6.53,43.95,32.04
-0.08,0.11,1.08,-5.55,44.43,32.59
-0.07,0.08,1.10,-6.90,44.49,30.15
-0.06,0.08,1.12,-7.63,45.35,28.50
-0.06,0.11,1.10,-8.36,48.03,27.65
-0.06,0.16,1.04,-8.85,50.54,26.25
-0.05,0.13,1.04,-11.29,49.99,21.85
-0.03,0.12,1.05,-12.70,49.32,18.62
-0.02,0.08,1.06,-14.34,49.80,16.24
-0.01,0.09,1.02,-14.77,52.12,15.81
0.01,0.08,0.99,-15.20,53.77,15.08
0.02,0.10,0.98,-14.47,53.10,14.28
0.02,0.10,0.95,-14.22,52.92,13.43
0.02,0.10,0.94,-15.75,51.82,12.27
0.03,0.15,0.98,-18.01,49.74,11.78
0.04,0.15,0.97,-19.90,49.62,8.97
0.05,0.12,1.00,-22.52,49.80,5.49
0.06,0.12,0.97,-25.27,50.72,3.05
0.08,0.11,0.94,-25.21,52.67,1.46
0.09,0.11,0.95,-24.23,51.88,0.55
0.10,0.14,0.95,-22.22,51.33,0.24
0.11,0.16,0.94,-20.57,52.43,-0.73
0.12,0.16,0.90,-18.62,53.10,-2.26
0.12,0.18,0.86,-18.49,52.67,-3.23
0.13,0.20,0.86,-17.33,50.23,-4.46
0.13,0.23,0.85,-16.05,48.22,-6.04
0.14,0.26,0.85,-15.08,46.39,-8.36
0.15,0.25,0.90,-14.59,43.58,-11.96
0.17,0.23,0.90,-13.24,44.19,-15.44
0.19,0.23,0.85,-11.72,46.08,-17.70
0.19,0.24,0.79,-11.90,46.51,-19.35
0.21,0.26,0.78,-13.73,43.46,-21.24
0.21,0.19,0.79,-17.58,39.55,-23.93
0.22,0.17,0.83,-20.75,36.19,-24.90
0.23,0.19,0.87,-19.78,33.69,-23.62
0.22,0.24,0.85,-17.40,34.48,-23.19
0.22,0.22,0.87,-15.93,33.33,-25.33
0.23,0.21,0.90,-14.59,32.78,-27.04
0.24,0.17,0.85,-13.92,34.73,-28.56
0.24,0.15,0.83,-14.53,35.10,-29.30
0.24,0.19,0.80,-15.08,34.85,-28.44
0.26,0.20,0.81,-17.03,33.57,-29.66
0.26,0.18,0.81,-19.78,32.41,-31.68
0.27,0.20,0.77,-21.30,33.26,-32.84
0.27,0.21,0.77,-22.34,32.17,-34.36
0.28,0.20,0.76,-21.00,31.01,-35.71
0.28,0.20,0.73,-18.37,30.52,-36.87
0.28,0.21,0.68,-14.71,29.91,-37.72
0.29,0.20,0.71,-10.31,27.28,-39.06
0.30,0.16,0.71,-7.08,25.57,-40.59
0.31,0.15,0.65,-5.98,26.00,-40.89
0.32,0.17,0.62,-5.92,23.86,-40.65
0.33,0.14,0.61,-7.57,20.14,-41.99
0.33,0.10,0.65,-9.58,15.75,-43.27
0.33,0.11,0.66,-10.62,12.94,-42.36
0.33,0.14,0.70,-10.50,10.01,-41.44
0.32,0.14,0.76,-10.93,7.39,-41.75
0.32,0.14,0.83,-9.95,6.41,-42.60
0.33,0.13,0.83,-7.26,8.85,-43.27
0.33,0.12,0.77,-5.31,12.02,-44.13
0.34,0.06,0.74,-4.82,12.63,-45.78
0.34,0.05,0.71,-6.29,11.66,-44.98
0.34,0.02,0.73,-8.91,9.34,-44.01
0.33,0.02,0.74,-11.72,7.51,-42.72
0.32,0.06,0.76,-12.08,6.90,-41.02
0.32,0.09,0.76,-10.01,7.57,-40.71
0.32,0.09,0.70,-9.03,9.46,-42.11
0.34,0.08,0.66,-8.73,9.03,-43.64
0.36,0.04,0.64,-9.64,7.32,-44.98
0.37,0.04,0.59,-11.54,5.86,-45.23
0.36,0.01,0.63,-15.75,2.08,-45.10
0.36,0.02,0.63,-19.29,0.06,-43.76
0.35,0.08,0.64,-20.81,-2.01,-42.54
0.34,0.07,0.65,-20.81,-3.30,-43.58
0.34,0.05,0.67,-19.10,-4.76,-45.35
0.35,0.06,0.65,-13.73,-4.82,-45.29
0.35,0.06,0.58,-9.95,-4.46,-46.51
0.36,0.03,0.56,-9.64,-6.59,-48.16
0.36,-0.03,0.60,-11.23,-10.74,-49.56
0.36,-0.06,0.66,-12.57,-14.47,-48.65
0.36,-0.04,0.69,-12.27,-16.05,-46.33
0.36,-0.06,0.70,-11.35,-16.36,-45.35
0.36,-0.04,0.70,-10.56,-16.48,-44.13
0.35,-0.05,0.69,-11.29,-16.91,-43.40
0.35,-0.06,0.74,-12.70,-19.04,-42.97
0.34,-0.06,0.74,-13.31,-19.65,-41.93
0.33,-0.07,0.75,-13.67,-19.96,-41.20
0.33,-0.07,0.77,-13.67,-21.00,-40.47
0.32,-0.09,0.77,-13.85,-20.81,-40.77
0.33,-0.11,0.77,-13.06,-20.81,-40.65
0.32,-0.12,0.75,-12.82,-20.20,-39.98
0.32,-0.10,0.72,-12.27,-20.32,-38.21
0.32,-0.13,0.72,-12.76,-22.46,-37.84
0.31,-0.13,0.76,-12.45,-25.27,-36.19
0.30,-0.12,0.79,-11.41,-26.98,-34.18
0.30,-0.13,0.80,-10.68,-27.10,-33.14
0.31,-0.14,0.81,-10.31,-27.34,-32.04
0.31,-0.14,0.81,-10.13,-26.49,-30.70
0.31,-0.13,0.77,-9.95,-25.45,-29.85
0.30,-0.11,0.76,-10.25,-26.37,-28.56
0.29,-0.09,0.77,-11.29,-28.50,-27.89
0.27,-0.06,0.78,-11.35,-30.21,-27.28
0.26,-0.07,0.79,-10.44,-31.19,-27.95
0.25,-0.08,0.79,-9.46,-32.35,-27.95
0.26,-0.09,0.80,-9.22,-33.81,-27.59
0.26,-0.09,0.83,-9.28,-35.22,-27.16
0.25,-0.07,0.82,-8.61,-35.16,-26.31
0.25,-0.08,0.83,-6.71,-36.01,-26.06
0.23,-0.10,0.81,-5.62,-36.56,-25.94
0.22,-0.13,0.83,-4.76,-37.90,-25.39
0.21,-0.11,0.85,-3.36,-40.16,-23.80
0.19,-0.13,0.86,-2.56,-40.77,-23.07
0.20,-0.17,0.91,-1.71,-41.63,-22.83
0.21,-0.17,0.89,-0.55,-40.41,-21.55
0.22,-0.21,0.84,-1.16,-37.90,-20.39
0.21,-0.13,0.81,-5.00,-38.51,-17.21
0.19,-0.10,0.83,-9.58,-41.56,-15.14
0.17,-0.11,0.91,-13.12,-44.86,-15.63
0.14,-0.06,0.96,-12.94,-45.90,-14.10
0.12,-0.08,0.97,-11.47,-44.37,-14.47
0.13,-0.12,0.98,-7.81,-42.97,-15.63
0.13,-0.18,0.91,-2.87,-39.92,-15.44
0.13,-0.20,0.85,0.92,-38.33,-13.98
0.13,-0.17,0.88,2.62,-40.77,-11.41
0.12,-0.17,0.88,-0.55,-41.81,-10.13
0.12,-0.19,0.87,-6.47,-41.44,-9.70
0.11,-0.18,0.86,-9.95,-41.99,-7.69
0.09,-0.14,0.90,-9.95,-43.58,-5.49
0.08,-0.09,0.93,-8.36,-44.56,-3.85
0.08,-0.10,0.90,-6.47,-42.48,-3.91
0.08,-0.08,0.85,-4.33,-41.14,-3.60
0.09,-0.06,0.79,-2.14,-41.14,-3.17
0.09,-0.09,0.77,-2.56,-43.33,-4.15
0.08,-0.10,0.81,-5.13,-46.94,-4.21
0.07,-0.08,0.88,-6.16,-49.87,-3.05
0.06,-0.08,0.91,-5.92,-50.72,-2.38
0.06,-0.10,0.95,-5.49,-50.60,-2.20
0.06,-0.13,0.99,-3.54,-49.80,-1.04
0.05,-0.13,0.97,1.10,-46.51,0.79
0.05,-0.15,0.89,4.64,-42.48,2.26
0.06,-0.18,0.83,5.92,-41.81,3.54
0.04,-0.16,0.79,4.94,-43.09,6.35
-0.00,-0.10,0.78,-0.43,-45.90,9.16
-0.04,-0.06,0.90,-12.51,-51.21,10.68
-0.07,0.01,1.03,-25.39,-54.57,11.54
-0.09,0.03,1.08,-30.27,-52.73,10.93
-0.09,0.00,1.09,-25.51,-49.44,8.48
-0.08,-0.03,1.08,-16.72,-46.88,7.32
-0.07,-0.11,1.06,-11.41,-44.62,6.29
-0.07,-0.16,1.03,-9.95,-43.70,7.57
-0.09,-0.15,1.04,-10.93,-44.68,10.50
-0.11,-0.15,1.07,-12.57,-45.78,12.88
-0.13,-0.16,1.14,-15.50,-46.57,14.59
-0.14,-0.15,1.17,-17.46,-45.47,16.48
-0.15,-0.14,1.17,-18.92,-42.36,18.55
-0.15,-0.09,1.16,-18.25,-39.98,20.32
-0.16,-0.12,1.13,-16.11,-37.41,20.45
-0.16,-0.15,1.15,-14.65,-37.35,20.81
-0.16,-0.13,1.18,-12.51,-37.60,23.32
-0.17,-0.15,1.17,-10.50,-35.77,24.60
-0.18,-0.17,1.17,-8.79,-35.03,26.00
-0.19,-0.16,1.16,-6.53,-34.48,27.83
-0.19,-0.20,1.18,-4.94,-34.00,28.93
-0.19,-0.20,1.17,-5.07,-32.53,30.76
-0.19,-0.18,1.18,-5.68,-31.68,33.02
-0.20,-0.16,1.18,-6.35,-30.82,35.03
-0.20,-0.16,1.22,-8.06,-30.52,35.58
-0.20,-0.16,1.23,-9.03,-28.26,36.32
-0.21,-0.17,1.20,-9.16,-25.39,37.41
-0.22,-0.15,1.22,-8.97,-24.90,39.43
-0.22,-0.13,1.24,-7.75,-22.77,41.08
-0.23,-0.11,1.20,-6.10,-19.35,42.11
-0.22,-0.11,1.17,-6.65,-16.97,42.79
-0.22,-0.12,1.15,-7.75,-15.81,43.21
-0.23,-0.10,1.12,-8.24,-14.89,44.80
-0.23,-0.08,1.14,-9.03,-15.63,45.59
-0.23,-0.12,1.16,-10.01,-15.38,45.53
-0.23,-0.11,1.17,-9.83,-13.85,46.69
-0.23,-0.05,1.15,-7.93,-11.78,49.38
-0.25,-0.03,1.13,-7.02,-10.68,50.60
-0.25,-0.03,1.15,-9.09,-10.50,50.29
-0.25,-0.02,1.14,-11.11,-9.03,50.54
-0.24,-0.01,1.14,-11.23,-7.75,51.21
-0.25,-0.00,1.16,-11.29,-7.20,51.27
-0.25,0.04,1.16,-9.83,-5.80,52.43
-0.25,0.03,1.14,-9.22,-4.46,51.82
-0.25,0.05,1.16,-8.42,-3.54,52.19
-0.26,0.06,1.18,-6.53,-2.99,52.55
-0.27,0.09,1.14,-3.97,-0.18,52.55
-0.26,0.06,1.16,-4.70,0.49,51.45
-0.27,0.06,1.16,-7.08,1.16,51.03
-0.27,0.06,1.17,-8.91,2.38,51.57
-0.27,0.09,1.17,-10.62,3.72,51.64
-0.27,0.09,1.21,-10.99,4.52,51.57
-0.28,0.13,1.20,-8.73,7.20,51.45
-0.28,0.13,1.20,-5.43,10.19,51.03
-0.28,0.14,1.18,-3.78,12.27,49.99
-0.27,0.12,1.15,-5.00,14.89,48.77
-0.27,0.11,1.14,-6.59,15.63,47.91
-0.27,0.08,1.12,-7.26,16.91,47.79
-0.27,0.09,1.12,-8.36,17.40,48.58
-0.26,0.10,1.11,-7.63,18.01,49.38
-0.26,0.14,1.09,-6.84,18.86,49.56
-0.26,0.14,1.14,-7.08,18.55,49.74
-0.26,0.15,1.17,-6.84,19.47,49.56
-0.25,0.21,1.11,-6.04,23.68,49.19
-0.24,0.20,1.08,-6.35,25.02,47.61
-0.23,0.17,1.13,-9.95,23.19,45.84
-0.23,0.19,1.15,-11.47,23.62,45.65
-0.23,0.23,1.18,-10.01,25.45,45.53
-0.24,0.24,1.17,-8.18,27.47,43.33
-0.24,0.22,1.18,-6.53,29.17,41.14
-0.22,0.20,1.17,-5.55,31.13,39.06
-0.21,0.16,1.10,-5.07,34.55,38.02
-0.20,0.15,1.06,-5.55,35.83,37.41
-0.19,0.14,1.09,-6.71,34.30,37.72
-0.20,0.15,1.06,-8.42,34.67,38.27
-0.20,0.18,1.09,-9.95,34.42,38.94
-0.19,0.19,1.14,-10.99,33.45,38.02
-0.19,0.23,1.10,-11.60,36.25,37.35
-0.18,0.23,1.13,-11.47,37.35,35.52
-0.17,0.19,1.15,-10.62,38.02,33.02
-0.17,0.18,1.14,-7.14,41.32,32.10
-0.15,0.17,1.09,-3.78,44.31,31.86
-0.14,0.16,1.02,-2.81,46.08,31.62
-0.13,0.10,1.00,-4.52,45.47,30.76
-0.11,0.09,1.04,-6.71,43.40,31.92
-0.12,0.08,1.05,-9.70,43.40,34.55
-0.13,0.15,1.07,-11.47,43.76,36.93
-0.13,0.22,1.08,-13.55,44.43,38.21
-0.13,0.25,1.12,-15.87,45.04,35.89
-0.12,0.24,1.11,-16.36,47.85,32.29
-0.11,0.27,1.04,-13.37,52.00,29.42
-0.08,0.25,0.99,-11.23,52.92,25.63
-0.06,0.20,0.99,-9.58,51.88,22.28
-0.05,0.15,0.97,-8.24,52.00,21.06
-0.04,0.18,0.92,-7.69,51.94,22.03
-0.04,0.18,0.94,-8.73,49.74,21.79
-0.03,0.21,0.96,-8.97,48.16,22.09
-0.02,0.22,0.96,-8.97,48.22,21.12
-0.02,0.23,0.94,-7.63,48.65,19.90
-0.01,0.29,0.93,-6.71,47.91,19.04
-0.00,0.31,0.98,-6.59,46.51,16.36
0.01,0.26,1.01,-6.04,46.69,11.78
0.02,0.24,0.94,-5.13,50.54,9.83
0.03,0.25,0.88,-4.33,51.70,9.16
0.05,0.25,0.89,-5.43,49.13,8.36
0.06,0.24,0.91,-7.81,46.88,6.90
0.06,0.23,0.92,-10.31,46.26,6.29
0.07,0.26,0.92,-12.82,46.08,6.65
0.07,0.27,0.93,-15.26,45.41,5.37
0.06,0.32,0.93,-16.54,45.96,4.15
0.07,0.34,0.94,-15.26,46.26,1.59
0.09,0.31,0.92,-13.85,47.85,-2.56
0.11,0.28,0.86,-13.18,49.62,-4.82
0.12,0.28,0.82,-13.18,49.26,-5.74
0.12,0.28,0.83,-13.61,46.45,-6.65
0.13,0.29,0.86,-13.24,43.88,-7.57
0.14,0.31,0.85,-12.27,43.52,-8.67
0.14,0.31,0.84,-11.78,43.09,-10.44
0.15,0.32,0.86,-12.51,41.50,-12.15
0.16,0.30,0.87,-12.63,41.32,-14.47
0.17,0.28,0.85,-11.29,42.05,-16.60
0.17,0.30,0.78,-10.01,43.03,-17.21
0.19,0.30,0.80,-9.46,40.34,-18.49
0.19,0.28,0.82,-11.78,36.87,-20.63
0.20,0.25,0.82,-14.40,36.93,-21.91
0.21,0.25,0.83,-17.58,35.77,-22.40
0.21,0.28,0.85,-17.46,34.85,-21.79
0.22,0.29,0.85,-15.14,35.22,-22.95
0.23,0.27,0.83,-12.51,35.46,-24.60
0.24,0.26,0.79,-11.35,36.38,-25.94
0.24,0.29,0.77,-12.63,34.97,-26.49
0.25,0.30,0.79,-14.22,32.41,-27.89
0.25,0.27,0.82,-14.53,30.40,-30.58
0.26,0.27,0.83,-13.24,29.66,-31.92
0.27,0.26,0.80,-11.72,30.94,-32.96
0.28,0.26,0.75,-10.93,31.68,-33.87
0.29,0.23,0.73,-11.05,30.40,-34.36
0.30,0.21,0.74,-11.96,27.83,-34.67
0.30,0.24,0.74,-12.27,26.37,-33.14
0.30,0.26,0.73,-13.31,25.09,-33.51
0.30,0.28,0.74,-13.12,23.80,-34.61
0.30,0.28,0.73,-11.78,22.77,-36.19
0.29,0.30,0.74,-11.41,21.55,-37.96
0.31,0.25,0.79,-11.23,19.59,-40.53
0.31,0.26,0.74,-9.16,21.06,-41.93
0.31,0.25,0.67,-7.39,22.03,-43.40
0.33,0.21,0.70,-8.12,18.86,-45.41
0.33,0.18,0.68,-10.25,17.27,-46.26
0.33,0.13,0.67,-12.27,16.36,-46.08
0.35,0.12,0.70,-13.85,14.10,-44.92
0.35,0.11,0.69,-13.24,13.43,-43.21
0.35,0.14,0.67,-10.74,13.55,-41.50
0.36,0.15,0.68,-8.61,12.33,-40.71
0.36,0.18,0.67,-6.71,12.08,-40.95
0.36,0.20,0.63,-5.62,12.63,-41.69
0.37,0.17,0.63,-5.55,11.66,-43.88
0.38,0.15,0.57,-7.32,11.41,-45.84
0.38,0.13,0.53,-8.85,10.50,-46.39
0.38,0.12,0.52,-12.63,6.65,-46.69
0.37,0.11,0.56,-18.68,2.44,-46.57
0.37,0.09,0.62,-24.41,-0.79,-46.63
0.37,0.13,0.64,-25.33,-2.01,-45.35
0.36,0.13,0.60,-21.24,-0.92,-45.53
0.37,0.11,0.61,-17.33,-2.20,-46.69
0.38,0.08,0.61,-13.06,-3.72,-47.06
0.38,0.09,0.58,-11.54,-4.82,-46.63
0.39,0.08,0.58,-13.37,-7.26,-46.45
0.39,0.08,0.62,-16.66,-10.13,-46.51
0.39,0.07,0.64,-19.17,-12.45,-46.57
0.39,0.07,0.68,-19.71,-14.71,-46.26
0.38,0.04,0.71,-18.43,-16.36,-45.78
0.37,0.04,0.71,-16.91,-16.66,-44.43
0.37,0.02,0.74,-14.40,-17.94,-43.27
0.37,0.02,0.76,-12.45,-19.23,-41.81
0.37,0.04,0.78,-10.38,-19.65,-40.65
0.36,0.04,0.77,-9.58,-19.71,-41.02
0.36,0.05,0.75,-10.31,-19.84,-41.32
0.37,0.02,0.78,-12.82,-21.73,-42.05
0.36,-0.02,0.77,-14.71,-22.52,-42.79
0.37,-0.04,0.79,-15.99,-23.62,-42.05
0.36,-0.07,0.83,-15.87,-25.27,-40.53
0.36,-0.05,0.85,-14.22,-25.33,-37.54
0.35,-0.04,0.87,-11.60,-24.35,-36.44
0.35,-0.06,0.84,-9.58,-22.71,-35.10
0.35,-0.04,0.79,-8.00,-21.42,-33.33
0.35,-0.04,0.77,-6.84,-22.52,-32.29
0.34,-0.06,0.74,-7.08,-24.11,-31.56
0.33,-0.05,0.74,-8.12,-26.92,-29.66
0.32,-0.05,0.79,-8.97,-30.46,-28.44
0.32,-0.05,0.83,-8.97,-31.86,-27.83
0.33,-0.05,0.84,-7.14,-31.49,-27.04
0.32,-0.03,0.79,-5.68,-29.85,-26.61
0.33,-0.08,0.78,-4.09,-30.27,-27.16
0.32,-0.09,0.77,-3.72,-31.25,-26.67
0.32,-0.07,0.75,-3.17,-31.98,-24.29
0.31,-0.09,0.73,-3.72,-33.02,-23.93
0.30,-0.07,0.72,-4.33,-34.42,-22.16
0.30,-0.05,0.73,-4.88,-36.68,-20.63
0.30,-0.06,0.71,-3.60,-37.29,-20.02
0.29,-0.05,0.67,-1.28,-37.96,-18.92
0.28,-0.00,0.67,0.43,-40.65,-17.64
0.26,0.05,0.69,1.40,-44.13,-17.94
0.25,0.03,0.75,2.62,-47.73,-20.26
0.24,-0.05,0.80,4.09,-49.68,-23.32
0.24,-0.04,0.81,9.22,-48.22,-21.73
0.24,-0.07,0.71,12.94,-45.84,-21.61
0.23,-0.11,0.71,14.47,-47.42,-21.12
0.23,-0.10,0.79,13.73,-52.12,-17.70
0.23,-0.10,0.85,11.60,-53.16,-15.93
0.20,-0.09,0.79,8.24,-50.66,-13.85
0.18,-0.06,0.82,5.74,-51.76,-12.39
0.16,-0.04,0.86,6.29,-53.22,-11.84
0.14,-0.09,0.85,9.95,-52.61,-12.82
0.13,-0.12,0.85,10.99,-51.88,-12.57
0.12,-0.14,0.85,12.39,-52.19,-11.29
0.11,-0.15,0.83,12.76,-52.67,-10.19
0.11,-0.15,0.86,11.60,-54.38,-8.36
0.12,-0.19,0.91,9.34,-55.97,-7.57
0.11,-0.18,0.89,6.41,-54.75,-5.31
0.09,-0.13,0.94,3.36,-56.03,-2.44
0.08,-0.09,1.02,1.53,-57.92,-0.37
0.06,-0.05,1.00,1.89,-55.24,0.85
0.05,-0.06,1.00,2.75,-53.16,0.61
0.04,-0.08,1.00,3.17,-52.43,0.24
0.04,-0.12,1.00,2.75,-51.21,0.06
0.04,-0.15,0.98,1.71,-50.84,1.04
0.04,-0.18,1.01,-0.79,-51.76,2.69
0.04,-0.16,1.08,-3.97,-53.41,5.13
0.02,-0.12,1.15,-5.43,-53.28,7.81
0.01,-0.08,1.17,-3.97,-50.23,10.01
0.01,-0.11,1.16,-1.34,-46.14,10.07
0.02,-0.14,1.11,2.87,-42.24,10.86
0.02,-0.16,1.06,6.84,-39.98,12.51
0.02,-0.16,1.02,6.96,-39.98,15.14
-0.00,-0.12,1.07,3.36,-41.93,18.31
-0.03,-0.10,1.14,0.43,-42.85,19.59
-0.05,-0.07,1.18,-0.98,-40.77,20.51
-0.05,-0.10,1.20,-0.79,-36.99,20.39
-0.05,-0.13,1.18,-0.06,-31.31,20.32
-0.05,-0.18,1.08,2.32,-24.54,21.30
-0.04,-0.25,1.06,1.28,-22.16,23.50
-0.05,-0.20,0.99,2.08,-20.39,28.69
-0.08,-0.11,0.89,2.81,-19.59,32.17
-0.10,-0.06,0.96,2.26,-26.31,32.10
-0.09,-0.02,1.10,2.14,-32.41,31.13
-0.08,-0.05,1.12,3.60,-30.58,28.69
-0.08,-0.05,1.07,4.70,-26.06,27.47
-0.07,-0.04,1.03,5.49,-24.90,27.53
-0.08,-0.06,0.99,5.07,-24.96,26.55
-0.09,-0.10,1.01,3.11,-27.22,26.18
-0.10,-0.12,1.06,1.95,-29.05,26.61
-0.10,-0.12,1.03,2.69,-27.28,27.89
-0.09,-0.10,1.00,1.83,-25.88,28.87
-0.10,-0.12,0.97,-0.73,-26.55,28.99
-0.11,-0.09,1.03,-2.75,-29.85,30.52
-0.11,-0.07,1.09,-1.22,-31.98,31.43
-0.14,-0.05,1.04,0.67,-29.36,31.37
-0.15,-0.04,1.09,-0.12,-30.40,31.68
-0.15,-0.08,1.15,-2.01,-31.19,30.64
-0.15,-0.08,1.12,-1.95,-27.59,30.82
-0.15,-0.10,1.10,-0.24,-24.66,31.31
-0.14,-0.14,1.09,-0.24,-23.32,31.92
-0.15,-0.13,1.09,-1.95,-22.83,34.30
-0.16,-0.12,1.10,-4.46,-22.89,36.56
-0.17,-0.09,1.16,-5.19,-23.25,39.12
-0.18,-0.10,1.15,-4.03,-21.79,40.22
-0.20,-0.05,1.11,-3.17,-19.53,41.32
-0.19,-0.03,1.15,-3.91,-20.45,41.81
-0.19,-0.04,1.14,-5.00,-19.78,41.14
-0.20,-0.06,1.14,-4.39,-18.31,40.53
-0.20,-0.05,1.19,-3.23,-18.80,41.26
-0.21,-0.05,1.20,-2.14,-17.46,41.99
-0.21,-0.07,1.19,-2.75,-14.65,42.42
-0.22,-0.08,1.18,-2.93,-13.18,43.03
-0.22,-0.08,1.18,-1.53,-12.15,44.37
-0.21,-0.11,1.18,-0.43,-10.31,45.35
-0.22,-0.06,1.17,-0.98,-9.03,47.91
-0.21,-0.06,1.20,-4.15,-9.03,49.19
-0.23,-0.03,1.21,-7.20,-8.00,49.74
-0.23,0.01,1.21,-8.36,-6.29,50.66
-0.24,0.01,1.23,-9.28,-5.37,49.26
-0.24,-0.00,1.23,-7.87,-2.81,48.10
-0.24,0.02,1.17,-5.62,1.10,47.97
-0.23,0.01,1.12,-5.00,3.05,47.24
-0.23,-0.00,1.10,-6.96,2.99,46.75
-0.22,0.01,1.10,-8.73,2.38,47.30
-0.21,-0.00,1.13,-10.38,1.95,47.67
-0.23,0.01,1.14,-12.15,2.08,48.77
-0.22,0.04,1.18,-13.73,2.14,50.05
-0.23,0.04,1.21,-14.10,3.30,49.68
-0.23,0.07,1.20,-11.84,6.96,50.35
-0.23,0.07,1.19,-10.25,9.22,49.62
-0.24,0.09,1.22,-9.40,10.50,49.01
-0.23,0.09,1.24,-9.16,12.70,47.79
-0.23,0.08,1.24,-9.34,15.81,46.45
-0.23,0.08,1.20,-10.44,19.29,46.20
-0.22,0.09,1.20,-11.47,20.75,46.14
-0.22,0.12,1.18,-12.70,22.64,46.39
-0.21,0.17,1.13,-12.39,25.09,46.51
-0.22,0.14,1.15,-12.15,24.78,44.31
-0.20,0.20,1.15,-10.56,25.09,44.68
-0.20,0.22,1.16,-9.70,25.63,43.21
-0.19,0.24,1.14,-9.22,27.22,41.63
-0.20,0.25,1.15,-11.90,27.65,39.31
-0.18,0.24,1.19,-15.38,26.43,37.05
-0.17,0.21,1.23,-17.33,27.59,34.67
-0.17,0.19,1.23,-17.52,30.64,33.14
-0.17,0.14,1.24,-15.99,33.20,32.41
-0.17,0.17,1.27,-14.16,35.77,33.02
-0.17,0.20,1.26,-12.94,39.79,34.12
-0.17,0.24,1.17,-12.63,45.29,33.33
-0.16,0.30,1.14,-13.06,46.20,31.80
-0.15,0.27,1.12,-15.20,46.45,28.02
-0.14,0.30,1.10,-15.56,46.94,26.00
-0.13,0.31,1.06,-15.44,47.67,24.35
-0.12,0.30,1.06,-16.30,47.24,21.48
-0.11,0.30,1.07,-15.75,46.39,19.53
-0.10,0.30,1.04,-13.98,47.49,17.64
-0.09,0.27,1.02,-11.96,48.28,15.26
-0.08,0.25,1.03,-10.38,47.30,13.61
-0.07,0.22,1.01,-8.91,47.73,12.21
-0.06,0.21,1.00,-9.40,48.10,11.35
-0.05,0.20,1.03,-10.50,46.81,11.35
-0.04,0.21,1.05,-11.54,46.69,11.05
-0.03,0.22,1.03,-13.37,48.28,10.56
-0.03,0.23,1.01,-15.44,49.38,9.58
-0.01,0.22,1.00,-16.72,49.44,8.42
-0.00,0.24,1.00,-17.27,49.50,7.57
0.01,0.27,0.96,-17.88,50.29,6.47
0.03,0.26,0.92,-21.06,50.72,4.09
0.03,0.26,0.91,-27.59,49.19,1.53
0.03,0.24,0.93,-37.35,47.30,-0.85
0.03,0.28,0.94,-48.22,46.14,-2.50
0.03,0.27,0.98,-55.18,44.86,-4.46
0.04,0.24,1.04,-56.76,44.68,-7.02
0.05,0.25,1.01,-50.90,47.91,-7.75
0.06,0.26,0.91,-41.56,52.19,-8.42
0.07,0.26,0.88,-32.71,52.12,-8.91
0.08,0.26,0.87,-26.73,50.78,-9.52
0.10,0.30,0.86,-22.95,49.99,-9.64
